isosmiles,Formula,SMILES,Ref
FC=CC(F)(C(F)(F)F)C(F)(F)F,C5H2F8,F\C=C\C(F)(C(F)(F)F)C(F)(F)F,EPA_Dashboard
CCOC(=O)C(F)(F)C(F)(F)OC(F)=C(F)F,C7H5F7O3,CCOC(=O)C(F)(F)C(F)(F)OC(F)=C(F)F,EPA_Dashboard
O=C(O)CCC(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C7H5F9O2,OC(=O)CCC(F)(C(F)(F)F)C(F)(F)C(F)(F)F,EPA_Dashboard
O=CC=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H2F16O,FC(=CC=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
O=C(N1CCCCC1)C(F)(F)C(F)F,C8H11F4NO,FC(F)C(F)(F)C(=O)N1CCCCC1,EPA_Dashboard
CCOC(OCC)(c1ccccc1N)C(F)(F)C(F)(F)C(F)(F)F,C14H16F7NO2,CCOC(OCC)(C1=CC=CC=C1N)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
O=C(N(Cl)Cl)C(F)(F)OC(F)(F)F,C3Cl2F5NO2,FC(F)(F)OC(F)(F)C(=O)N(Cl)Cl,EPA_Dashboard
CCCCCCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C29H45F15,CCCCCCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
CCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C20H29F13,CCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
FC(F)(Pc1ccccc1)C(F)(F)Pc1ccccc1,C14H12F4P2,FC(F)(PC1=CC=CC=C1)C(F)(F)PC1=CC=CC=C1,EPA_Dashboard
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1cnc[nH]1,C8H3F11N2,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CN=CN1,EPA_Dashboard
CC(=O)C=C(S)C(F)(F)C(F)F,C6H6F4OS,CC(=O)C=C(S)C(F)(F)C(F)F,EPA_Dashboard
COCCOC(F)(F)C(F)F,C5H8F4O2,COCCOC(F)(F)C(F)F,EPA_Dashboard
CC(=O)SCCCC(F)(F)C(F)(F)F,C7H9F5OS,CC(=O)SCCCC(F)(F)C(F)(F)F,EPA_Dashboard
OCc1ccc(OC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,C16H7F17O2,OCC1=CC=C(OC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,EPA_Dashboard
FCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H2F16,FCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
CCC(C=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H7F13O,CCC(C=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C9H7F13,CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
FC(F)(F)C(F)(F)c1nc2ccccc2o1,C9H4F5NO,FC(F)(F)C(F)(F)C1=NC2=CC=CC=C2O1,EPA_Dashboard
C=CC1CC(F)(F)C1(F)F,C6H6F4,FC1(F)CC(C=C)C1(F)F,EPA_Dashboard
CC1(C(=O)NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCCC1,C11H12F9NO3S,CC1(CCCC1)C(=O)NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
C[N+](C)(C)CC(CC(=O)[O-])OC(=O)CCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C22H34F9NO4,C[N+](C)(C)CC(CC([O-])=O)OC(=O)CCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
FC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,C6HF11,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)=C(F)F,EPA_Dashboard
O=C(Nc1ccc(OC(F)(F)C(F)(F)F)cc1)c1ccncc1,C14H9F5N2O2,FC(F)(F)C(F)(F)OC1=CC=C(NC(=O)C2=CC=NC=C2)C=C1,EPA_Dashboard
O=S(c1ccc(N=C(O)N=C(O)c2c(F)cccc2F)c(F)c1)C(F)(F)C(F)F,C16H9F7N2O3S,OC(N=C(O)C1=C(F)C=CC=C1F)=NC1=C(F)C=C(C=C1)S(=O)C(F)(F)C(F)F,EPA_Dashboard
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccc(-c2ccc(-c3ccc(-c4ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)s4)s3)s2)s1,C28H8F26S4,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(S1)C1=CC=C(S1)C1=CC=C(S1)C1=CC=C(S1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
FC(F)(F)C(OC1CCCCCCCCCCC1)C(F)(F)F,C15H24F6O,FC(F)(F)C(OC1CCCCCCCCCCC1)C(F)(F)F,EPA_Dashboard
CCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C28H37F21,CCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
FC1(F)CC(CCl)C1(F)F,C5H5ClF4,FC1(F)CC(CCl)C1(F)F,EPA_Dashboard
CCOC(=O)c1cnn(-c2ccccc2)c1NC(=O)C(F)(F)C(F)(F)C(F)(F)F,C16H12F7N3O3,CCOC(=O)C1=C(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)N(N=C1)C1=CC=CC=C1,EPA_Dashboard
O=C(OOC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,C12F22O6,FC(F)(F)C(F)(F)C(F)(F)OC(F)(C(=O)OOC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F,EPA_Dashboard
O=C(Cl)C(F)(F)C(F)(F)Cl,C3Cl2F4O,FC(F)(Cl)C(F)(F)C(Cl)=O,EPA_Dashboard
FC(F)(F)C1(C(F)(F)F)N=C(c2ccc(Cl)cc2)S1,C10H4ClF6NS,FC(F)(F)C1(SC(=N1)C1=CC=C(Cl)C=C1)C(F)(F)F,EPA_Dashboard
Cc1c(C(=O)O)ccc(C(F)(C(F)(F)F)C(F)(F)F)c1SC(C)(C)C,C15H15F7O2S,CC1=C(SC(C)(C)C)C(=CC=C1C(O)=O)C(F)(C(F)(F)F)C(F)(F)F,EPA_Dashboard
O=C(CCl)NCC(F)(F)C(F)(F)F,C5H5ClF5NO,FC(F)(F)C(F)(F)CNC(=O)CCl,EPA_Dashboard
CCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C27H35F21,CCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
CCOC(=O)CC(O)C(F)(F)C(F)(F)C(F)(F)F,C8H9F7O3,CCOC(=O)CC(O)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
CC(C)(C)c1cc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc(C=NC2CCCCC2N=Cc2cc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc(C(C)(C)C)c2O)c1O,C44H36F34N2O2,CC(C)(C)C1=CC(=CC(\C=N\C2CCCC[C@H]2\N=C\C2=C(O)C(=CC(=C2)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(C)(C)C)=C1O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
C=C(C)C(=O)OCC(C)OC(O)=Nc1cc(N=C(O)OCCCCNCS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)ccc1C,C29H30F17N3O8S,CC(COC(=O)C(C)=C)O\C(O)=N\C1=C(C)C=CC(=C1)\N=C(/O)OCCCCNCS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
O=C(CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1ccccc1,C17H7F17O2,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)CC(=O)C1=CC=CC=C1,EPA_Dashboard
FC(F)(F)C(F)(F)C(F)(F)c1noc(C(F)(F)C(F)(F)C(F)(F)F)n1,C8F14N2O,FC(F)(F)C(F)(F)C(F)(F)C1=NC(=NO1)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
CCC(C(=O)c1cccs1)C(O)(C(F)(F)F)C(F)(F)F,C11H10F6O2S,CCC(C(=O)C1=CC=CS1)C(O)(C(F)(F)F)C(F)(F)F,EPA_Dashboard
FC1(F)C(Cl)=C(Cl)C1(F)F,C4Cl2F4,FC1(F)C(Cl)=C(Cl)C1(F)F,EPA_Dashboard
C[N+](C)(CCCNC(=O)CSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(=O)[O-],C21H21F21N2O3S,C[N+](C)(CCCNC(=O)CSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O,EPA_Dashboard
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O,C7H2F10O4,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(O)=O,EPA_Dashboard
CC(OC(=O)CCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)O,C14H13F13O4S,CC(OC(=O)CCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(O)=O,EPA_Dashboard
Cc1ccc(C=NS(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,C12H8F9NOS,[H]\C(=N/[S@@](=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1=CC=C(C)C=C1,EPA_Dashboard
CCCCNC(CC(=O)OCC)C(F)(F)C(F)(F)C(F)(F)F,C12H18F7NO2,CCCCNC(CC(=O)OCC)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
O=C(N(C1CCCCC1)C1CCCCC1)C(F)(F)C(F)(F)C(F)(F)F,C16H22F7NO,FC(F)(F)C(F)(F)C(F)(F)C(=O)N(C1CCCCC1)C1CCCCC1,EPA_Dashboard
FCC1=C(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,C7H2F10,FCC1=C(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,EPA_Dashboard
COc1ccc2c(C(=O)O)cccc2c1C(F)(F)C(F)(F)F,C14H9F5O3,COC1=C(C2=C(C=C1)C(=CC=C2)C(O)=O)C(F)(F)C(F)(F)F,EPA_Dashboard
CCOP(=O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H10F13O3P,CCOP(O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
FC1(F)C=C(c2ccccc2)C1(F)F,C10H6F4,FC1(F)C=C(C2=CC=CC=C2)C1(F)F,EPA_Dashboard
O=S(=O)(C(S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C13HF27O6S3,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)C(S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
FC1(F)C(c2ccccc2)C1(F)F,C9H6F4,FC1(F)C(C2=CC=CC=C2)C1(F)F,EPA_Dashboard
OCCN(CCO)CC(O)CC(F)(F)C(F)(F)C(F)(F)F,C10H16F7NO3,OCCN(CCO)CC(O)CC(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
CC1(O)COC(C(F)(F)C(F)(F)C(F)(F)F)=CC1=O,C9H7F7O3,CC1(O)COC(=CC1=O)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
COC(=O)C(C)(C(C)c1csc(C#N)c1)S(=O)CCC(F)(F)C(F)(F)C(F)(F)F,C16H16F7NO3S2,COC(=O)C(C)(C(C)C1=CSC(=C1)C#N)S(=O)CCC(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
CC=C1OC(C(F)(F)F)(C(F)(F)F)OC1=O,C7H4F6O3,CC=C1OC(OC1=O)(C(F)(F)F)C(F)(F)F,EPA_Dashboard
FC(F)(F)C1(C(F)(F)F)N=C(c2ccccc2)SS1,C10H5F6NS2,FC(F)(F)C1(SSC(=N1)C1=CC=CC=C1)C(F)(F)F,EPA_Dashboard
O=[N+]([O-])c1cccc(OC(F)(F)C(F)F)c1,C8H5F4NO3,[O-][N+](=O)C1=CC(OC(F)(F)C(F)F)=CC=C1,EPA_Dashboard
CCOC(=O)CC1(C(=O)OCC)CC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OC1=O,C20H17F17O6,CCOC(=O)CC1(CC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OC1=O)C(=O)OCC,EPA_Dashboard
O=C(O)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,C8HF15O2,OC(=O)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,EPA_Dashboard
N#CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10F19N,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C#N,EPA_Dashboard
COC(=O)c1ccc(C(c2ccc(C(=O)OC)c(C(=O)O)c2)(C(F)(F)F)C(F)(F)F)cc1C(=O)O,C21H14F6O8,COC(=O)C1=C(C=C(C=C1)C(C1=CC(C(O)=O)=C(C=C1)C(=O)OC)(C(F)(F)F)C(F)(F)F)C(O)=O,EPA_Dashboard
O=S(=O)(O)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,C6HF11O3S,OS(=O)(=O)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,EPA_Dashboard
O=C(NC(c1cnc(=O)n(C2OC(CO)C(O)C2O)c1)(C(F)(F)F)C(F)(F)F)C(F)(F)F,C14H12F9N3O6,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=C(C=NC1=O)C(NC(=O)C(F)(F)F)(C(F)(F)F)C(F)(F)F,EPA_Dashboard
Cn1ccn(C(F)(F)C(F)F)c1=S,C6H6F4N2S,CN1C=CN(C1=S)C(F)(F)C(F)F,EPA_Dashboard
O=C(O)C(F)(OC(F)(F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,C7HF13O3,OC(=O)C(F)(OC(F)(F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,EPA_Dashboard
CCC(C(=O)c1ccccc1)C(O)(C(F)(F)F)C(F)(F)F,C13H12F6O2,CCC(C(=O)C1=CC=CC=C1)C(O)(C(F)(F)F)C(F)(F)F,EPA_Dashboard
O=[N+]([O-])c1ccc(C=C(C(F)(F)F)C(F)(F)F)cc1,C10H5F6NO2,[O-][N+](=O)C1=CC=C(C=C(C(F)(F)F)C(F)(F)F)C=C1,EPA_Dashboard
Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)cc(C)c1NC(=O)c1cccc(NC(=O)c2cc(F)ccc2F)c1,C25H17F9N2O2,CC1=CC(=CC(C)=C1NC(=O)C1=CC=CC(NC(=O)C2=CC(F)=CC=C2F)=C1)C(F)(C(F)(F)F)C(F)(F)F,EPA_Dashboard
OC1OCCCC1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C11H9F13O2,OC1OCCCC1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
O=C(Cl)C(Sc1ccccc1)(C(F)(F)F)C(F)(F)F,C10H5ClF6OS,FC(F)(F)C(SC1=CC=CC=C1)(C(Cl)=O)C(F)(F)F,EPA_Dashboard
COC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OC,C10H9F13O2,COC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OC,EPA_Dashboard
COC(F)(C(F)F)C(F)F,C4H5F5O,COC(F)(C(F)F)C(F)F,EPA_Dashboard
OCCOCC(F)(F)C(F)(F)COCc1ccccc1,C13H16F4O3,OCCOCC(F)(F)C(F)(F)COCC1=CC=CC=C1,EPA_Dashboard
CC12CCC3c4ccc(O)cc4CC(CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)C3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O,C38H55F5O9S,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O)[C@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)CC1=C3C=CC(O)=C1,EPA_Dashboard
OCC(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,C15H3F29O5,OCC(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,EPA_Dashboard
O=C1OC(O)(C(F)(C(F)(F)F)C(F)(F)F)c2c(F)c(F)c(F)c(F)c21,C11HF11O3,OC1(OC(=O)C2=C(F)C(F)=C(F)C(F)=C12)C(F)(C(F)(F)F)C(F)(F)F,EPA_Dashboard
FC(F)(F)C(F)(F)C(F)(F)c1nnnn1CC1(Cn2nnnc2C(F)(F)C(F)(F)C(F)(F)F)COC1,C13H8F14N8O,FC(F)(F)C(F)(F)C(F)(F)C1=NN=NN1CC1(CN2N=NN=C2C(F)(F)C(F)(F)C(F)(F)F)COC1,EPA_Dashboard
CCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C13H11F17,CCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
O=C1C(F)(F)C(F)(F)C(=O)C(F)(F)C1(F)F,C6F8O2,FC1(F)C(=O)C(F)(F)C(F)(F)C(=O)C1(F)F,EPA_Dashboard
FC1=NC(F)=C1C(F)(C(F)(F)F)C(F)(F)F,C6F9N,FC1=NC(F)=C1C(F)(C(F)(F)F)C(F)(F)F,EPA_Dashboard
Oc1ccc(C(c2ccc(O)c(F)c2)(C(F)(F)F)C(F)(F)F)cc1F,C15H8F8O2,OC1=C(F)C=C(C=C1)C(C1=CC(F)=C(O)C=C1)(C(F)(F)F)C(F)(F)F,EPA_Dashboard
FC(OC(F)(F)C(F)(F)Cl)C(F)(F)F,C4HClF8O,FC(OC(F)(F)C(F)(F)Cl)C(F)(F)F,EPA_Dashboard
CNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6H4F9NO,CNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
FC(F)(F)C(F)(F)C(F)(F)c1[nH]nc(-c2ccccc2)c1Cl,C12H6ClF7N2,FC(F)(F)C(F)(F)C(F)(F)C1=C(Cl)C(=NN1)C1=CC=CC=C1,EPA_Dashboard
O=C(O)CNC(=O)C1NC(C(F)(F)F)(C(F)(F)F)OC1(C(F)(F)F)C(F)(F)F,C10H6F12N2O4,OC(=O)CNC(=O)C1NC(OC1(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,EPA_Dashboard
FC(OC(F)(F)C(F)(Cl)Cl)C(F)(F)F,C4HCl2F7O,FC(OC(F)(F)C(F)(Cl)Cl)C(F)(F)F,EPA_Dashboard
COc1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1-c1cc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)ccc1OC,C26H12F26O2,COC1=C(C=C(C=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1=C(OC)C=CC(=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10F22O,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
O=[N+]([O-])c1c(F)c(F)c(C(F)(C(F)(F)F)C(F)(F)F)c(F)c1F,C9F11NO2,[O-][N+](=O)C1=C(F)C(F)=C(C(F)=C1F)C(F)(C(F)(F)F)C(F)(F)F,EPA_Dashboard
COc1ccc(C(=O)C(F)(F)C(F)(F)F)cc1,C10H7F5O2,COC1=CC=C(C=C1)C(=O)C(F)(F)C(F)(F)F,EPA_Dashboard
FC(F)(F)C1(C(F)(F)F)CO1,C4H2F6O,FC(F)(F)C1(CO1)C(F)(F)F,EPA_Dashboard
COc1ccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)c([N+](=O)[O-])c1,C11H7F7N2O4,COC1=CC=C(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)C(=C1)[N+]([O-])=O,EPA_Dashboard
O=c1[nH]c(=O)n(C2OC(CO)C(O)C2O)cc1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C15H11F13N2O6,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=C(C(=O)NC1=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
Cc1ccccc1C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C11H7F9,CC1=CC=CC=C1C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
COc1cc(C=O)c([N+](=O)[O-])cc1OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C19H12F17NO5,COC1=CC(C=O)=C(C=C1OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)[N+]([O-])=O,EPA_Dashboard
O=C(NCCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,C12H10F14N2O2,FC(F)(F)C(F)(F)C(F)(F)C(=O)NCCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
O=CC=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C12H2F20O,FC(=CC=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
Nc1ccc2c(c1)OC(F)(F)C(F)(F)O2,C8H5F4NO2,NC1=CC2=C(OC(F)(F)C(F)(F)O2)C=C1,EPA_Dashboard
Cn1c(CC(O)(C(F)(F)F)C(F)(F)F)ccc1CC(O)(C(F)(F)F)C(F)(F)F,C13H11F12NO2,CN1C(CC(O)(C(F)(F)F)C(F)(F)F)=CC=C1CC(O)(C(F)(F)F)C(F)(F)F,EPA_Dashboard
COC(=O)CC(=O)C(F)(F)C(F)(F)F,C6H5F5O3,COC(=O)CC(=O)C(F)(F)C(F)(F)F,EPA_Dashboard
Cc1[nH]nc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1Cl,C12H4ClF17N2,CC1=C(Cl)C(=NN1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
Nc1ccc(S(=O)(=O)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)cc1,C10H6F9NO2S,NC1=CC=C(C=C1)S(=O)(=O)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,EPA_Dashboard
FC(F)C(F)(F)OCC(Cn1cncn1)c1ccc(Cl)cc1Cl,C13H11Cl2F4N3O,FC(F)C(F)(F)OCC(CN1C=NC=N1)C1=C(Cl)C=C(Cl)C=C1,EPA_Dashboard
Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)cc(C)c1NC(=O)c1cccc(NC(=O)c2ccc(F)cc2[N+](=O)[O-])c1F,C25H16F9N3O4,CC1=CC(=CC(C)=C1NC(=O)C1=C(F)C(NC(=O)C2=CC=C(F)C=C2[N+]([O-])=O)=CC=C1)C(F)(C(F)(F)F)C(F)(F)F,EPA_Dashboard
O=C=NC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8F15NO,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)N=C=O,EPA_Dashboard
Fc1ccccc1N=C(C(F)(F)F)C(F)(F)F,C9H4F7N,FC1=CC=CC=C1N=C(C(F)(F)F)C(F)(F)F,EPA_Dashboard
