isosmiles,Formula,SMILES,Ref
Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)cc(C)c1NC(=O)c1cccc(NC(=O)c2ccc(Cl)cc2F)c1F,C25H16ClF9N2O2,CC1=CC(=CC(C)=C1NC(=O)C1=C(F)C(NC(=O)C2=CC=C(Cl)C=C2F)=CC=C1)C(F)(C(F)(F)F)C(F)(F)F,EPA_Dashboard
O=C(Oc1c(Cl)cc(Cl)c(Cl)c1Cl)C(F)(F)C(F)(F)C(F)(F)F,C10HCl4F7O2,FC(F)(F)C(F)(F)C(F)(F)C(=O)OC1=C(Cl)C(Cl)=C(Cl)C=C1Cl,EPA_Dashboard
O=C(O)C(F)(F)C(F)(F)C(F)=CCl,C5H2ClF5O2,OC(=O)C(F)(F)C(F)(F)C(F)=CCl,EPA_Dashboard
FC1(F)Cc2cc(Cl)ccc2C1(F)F,C9H5ClF4,FC1(F)CC2=C(C=CC(Cl)=C2)C1(F)F,EPA_Dashboard
FC(F)(F)C(F)(F)C1(F)OC1(C(F)(F)F)C(F)(F)F,C6F12O,FC(F)(F)C(F)(F)C1(F)OC1(C(F)(F)F)C(F)(F)F,EPA_Dashboard
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(SC(F)(F)C(F)F)cc1Cl,C16H9ClF6N2O2S,FC(F)C(F)(F)SC1=CC(Cl)=C(NC(=O)NC(=O)C2=C(F)C=CC=C2F)C=C1,EPA_Dashboard
C#CC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,C8HF13,[H]C#CC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
Cn1cc(C(F)(F)C(F)(F)C(F)(F)F)c(=O)n(C)c1=O,C9H7F7N2O2,CN1C=C(C(=O)N(C)C1=O)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
CCOC(=O)C(F)(F)C(F)(F)C(F)(F)Cl,C6H5ClF6O2,CCOC(=O)C(F)(F)C(F)(F)C(F)(F)Cl,EPA_Dashboard
NC(=O)C(F)(Cl)C(F)(F)F,C3H2ClF4NO,NC(=O)C(F)(Cl)C(F)(F)F,EPA_Dashboard
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C1(F)F,C14F26,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C1(F)F,EPA_Dashboard
OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H7F11O,OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
O=[N+]([O-])c1ccc(C=CC(F)(F)C(F)F)cc1,C10H7F4NO2,[O-][N+](=O)C1=CC=C(C=CC(F)(F)C(F)F)C=C1,EPA_Dashboard
CC(C)NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C11H8F17NO2S,CC(C)NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
Oc1cccc(CCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1O,C17H15F13O2,OC1=CC=CC(CCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=C1O,EPA_Dashboard
CNCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C11H16F9N,CNCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
CCCOC(=O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F,C12H7F17O4,CCCOC(=O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F,EPA_Dashboard
FC(C(F)(F)F)C(F)(F)OCCCl,C5H5ClF6O,FC(C(F)(F)F)C(F)(F)OCCCl,EPA_Dashboard
FC(F)(F)C(F)(F)P(c1ccccc1)c1ccccc1,C14H10F5P,FC(F)(F)C(F)(F)P(C1=CC=CC=C1)C1=CC=CC=C1,EPA_Dashboard
O=C(O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,C15HF29O6,OC(=O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,EPA_Dashboard
O=C(CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C17H2F30O2,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
FC(=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,C8F16,FC(=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,EPA_Dashboard
FC(F)(F)C(C(F)(F)F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,C8F18,FC(F)(F)C(C(F)(F)F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,EPA_Dashboard
CCCSc1c(C(F)(C(F)(F)F)C(F)(F)F)ccc(C(=O)O)c1C,C14H13F7O2S,CCCSC1=C(C)C(=CC=C1C(F)(C(F)(F)F)C(F)(F)F)C(O)=O,EPA_Dashboard
CC(C)(C)CC=C(F)C(F)(F)C(F)(F)C(F)(F)F,C10H12F8,CC(C)(C)CC=C(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
CCCC1=C(CCC)C(F)(F)C1(F)F,C10H14F4,CCCC1=C(CCC)C(F)(F)C1(F)F,EPA_Dashboard
FC1(F)SSC2C3CCC(C3)C2C1(F)F,C9H10F4S2,FC1(F)SSC2C3CCC(C3)C2C1(F)F,EPA_Dashboard
Cn1cccc1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C11H6F13N,CN1C=CC=C1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
OC(C(F)(F)F)(C(F)(F)F)C(Cl)(Cl)C(F)(F)F,C5HCl2F9O,OC(C(F)(F)F)(C(F)(F)F)C(Cl)(Cl)C(F)(F)F,EPA_Dashboard
CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C21H25F19,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
C=CC(=O)OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C14H9F17O3,OC(COC(=O)C=C)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
CC12CCC3c4ccc(O)cc4CC(CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)C3C1CCC2O,C32H47F5O3S,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@@]21[H])C=C(O)C=C3,EPA_Dashboard
C=C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7H3F9,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C=C=C,EPA_Dashboard
CCOC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,C8H5F11O3,CCOC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,EPA_Dashboard
O=S(=O)(F)C(F)(F)C(F)(F)C(F)=C(F)F,C4F8O2S,FC(F)=C(F)C(F)(F)C(F)(F)S(F)(=O)=O,EPA_Dashboard
FC(F)(F)CCC(F)(F)C(F)(F)C(F)(F)F,C6H4F10,FC(F)(F)CCC(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
Cc1cc(SC(F)(F)C(F)F)ccc1N,C9H9F4NS,CC1=C(N)C=CC(SC(F)(F)C(F)F)=C1,EPA_Dashboard
CCC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,C8H5F13,CCC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
NC(=O)C1(F)OC(F)(F)C(F)(F)C1(F)F,C5H2F7NO2,NC(=O)C1(F)OC(F)(F)C(F)(F)C1(F)F,EPA_Dashboard
COc1ccc(C=CS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,C15H9F13O3S,COC1=CC=C(C=CS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,EPA_Dashboard
FC1=C(C(F)F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,C7HF11,FC(F)C1=C(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,EPA_Dashboard
CC12CCC3c4ccc(OC5OC(C(=O)O)C(O)C(O)C5O)cc4CC(CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)C3C1CCC2O,C38H55F5O9S,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)CC1=C3C=CC(O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)=C1,EPA_Dashboard
O=[N+]([O-])c1cccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1,C11H4F11NO2,[O-][N+](=O)C1=CC(=CC=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
Nc1ccc(S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,C12H6F13NO2S,NC1=CC=C(C=C1)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
C=C(Cl)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C9H6ClF9O2,[H]C([H])=C(Cl)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
O=S(F)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,C7H3F13O2S,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COS(F)=O,EPA_Dashboard
FC1(F)C(c2cccc3ccccc23)C1(F)F,C13H8F4,FC1(F)C(C2=CC=CC3=CC=CC=C23)C1(F)F,EPA_Dashboard
CC1(OCC(F)(F)C(F)(F)F)COC1,C7H9F5O2,CC1(COC1)OCC(F)(F)C(F)(F)F,EPA_Dashboard
CC(C)C(O)C(F)(F)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C12H13F11O3,CC(C)C(O)C(F)(F)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
CN(C)CCN(C)CC(F)(F)C(F)F,C8H16F4N2,CN(C)CCN(C)CC(F)(F)C(F)F,EPA_Dashboard
FC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)=C(F)F,C8F14,FC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)=C(F)F,EPA_Dashboard
FC(F)C(F)(F)C(F)(F)C(F)CC1CCCO1,C9H11F7O,FC(F)C(F)(F)C(F)(F)C(F)CC1CCCO1,EPA_Dashboard
O=[N+]([O-])CC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6H4F9NO3,OC(C[N+]([O-])=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
N#CC#CC(F)(F)C(F)(F)F,C5F5N,FC(F)(F)C(F)(F)C#CC#N,EPA_Dashboard
O=CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C12H3F21O,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC=O,EPA_Dashboard
O=C(Oc1c(Cl)cc(Cl)cc1Cl)C(F)(F)C(F)(F)C(F)(F)F,C10H2Cl3F7O2,FC(F)(F)C(F)(F)C(F)(F)C(=O)OC1=C(Cl)C=C(Cl)C=C1Cl,EPA_Dashboard
CCNc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,C11H11F6NO,CCNC1=CC=C(C=C1)C(O)(C(F)(F)F)C(F)(F)F,EPA_Dashboard
O=[N+]([O-])c1ccc(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,C12H6F11NO3,[O-][N+](=O)C1=CC=C(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,EPA_Dashboard
CCOC(=O)C(=[N+]=[N-])C(=O)C(F)(F)C(F)(F)C(F)(F)F,C8H5F7N2O3,CCOC(=O)C(=[N+]=[N-])C(=O)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
CCC(C)c1ccc(OCC(O)COCC(F)(F)C(F)F)cc1,C16H22F4O3,CCC(C)C1=CC=C(OCC(O)COCC(F)(F)C(F)F)C=C1,EPA_Dashboard
OCc1ccc(OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,C16H13F13O2,OCC1=CC=C(OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,EPA_Dashboard
O=[N+]([O-])c1ccc(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)cc1,C10H4F9NO2,[O-][N+](=O)C1=CC=C(C=C1)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,EPA_Dashboard
O=S(=O)(O)C(F)(F)C(F)(F)CF,C3H3F5O3S,OS(=O)(=O)C(F)(F)C(F)(F)CF,EPA_Dashboard
OCCOCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H9F9O2,OCCOCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
FC1(F)C(F)(F)C(F)(F)C(F)(N=Nc2ccccc2)C1(F)F,C11H5F9N2,FC1(F)C(F)(F)C(F)(F)C(F)(N=NC2=CC=CC=C2)C1(F)F,EPA_Dashboard
O=S(=O)(Cl)C(F)(F)C(F)(F)OC(F)(F)C(F)F,C4HClF8O3S,FC(F)C(F)(F)OC(F)(F)C(F)(F)S(Cl)(=O)=O,EPA_Dashboard
O=C(O)C(F)(C(F)C(F)(F)F)C(F)(F)F,C5H2F8O2,OC(=O)C(F)(C(F)C(F)(F)F)C(F)(F)F,EPA_Dashboard
FC(C(F)(F)F)C(F)(F)N1CC1,C5H5F6N,FC(C(F)(F)F)C(F)(F)N1CC1,EPA_Dashboard
FC(F)(F)C(F)(F)C1=NNC(c2ccc(Cl)cc2)=NN1,C10H6ClF5N4,FC(F)(F)C(F)(F)C1=NNC(=NN1)C1=CC=C(Cl)C=C1,EPA_Dashboard
Fc1c(F)c(F)c2c(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)n[nH]c2c1F,C11HF13N2,FC1=C(F)C(F)=C(F)C2=C1NN=C2C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
CC(C)(C)C(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,C10H11ClF8O,CC(C)(C)C(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,EPA_Dashboard
O=CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)F,C6H2F8O2,FC(F)C(F)(F)C(F)(F)C(F)(F)C(=O)C=O,EPA_Dashboard
FC(F)(F)C(F)(F)N=NC(F)(F)C(F)(F)F,C4F10N2,FC(F)(F)C(F)(F)N=NC(F)(F)C(F)(F)F,EPA_Dashboard
O=C(c1ccccc1)n1nc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C18H6F18N2O,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=NN(C(=O)C2=CC=CC=C2)C(=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
O=C(Nc1cccc2ccccc12)C(F)(F)C(F)(F)F,C13H8F5NO,FC(F)(F)C(F)(F)C(=O)NC1=CC=CC2=CC=CC=C12,EPA_Dashboard
COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)OC,C10H6F12O4,COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)OC,EPA_Dashboard
FC1(F)c2ccccc2C(F)(F)C1(F)F,C9H4F6,FC1(F)C2=CC=CC=C2C(F)(F)C1(F)F,EPA_Dashboard
O=C(CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)F)c1ccccc1,C13H8F8O2,FC(F)C(F)(F)C(F)(F)C(F)(F)C(=O)CC(=O)C1=CC=CC=C1,EPA_Dashboard
FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(Cl)(Cl)Cl,C6Cl3F11,FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(Cl)(Cl)Cl,EPA_Dashboard
FC(F)(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,C6Cl2F12,FC(F)(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,EPA_Dashboard
O=C(O)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F,C7HF13O3,OC(=O)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
C=CCC(=O)OCC(F)(F)C(F)(F)C(F)(F)F,C8H7F7O2,FC(F)(F)C(F)(F)C(F)(F)COC(=O)CC=C,EPA_Dashboard
Nc1cc2c(cc1N)OC(F)(F)C(F)(F)O2,C8H6F4N2O2,NC1=CC2=C(OC(F)(F)C(F)(F)O2)C=C1N,EPA_Dashboard
C=CC(=O)OCCNCCCS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C12H14F9NO4S,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)CCCNCCOC(=O)C=C,EPA_Dashboard
CCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C13H11F15,CCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
FC(F)=C(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8F16O,FC(F)=C(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
CCCOC(=O)C(CC(=O)O)NC(=O)C(F)(F)C(F)(F)C(F)(F)F,C11H12F7NO5,CCCOC(=O)[C@H](CC(O)=O)NC(=O)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
F[C](F)C(F)(F)C(F)(F)F,C3F7,F[C](F)C(F)(F)C(F)(F)F,EPA_Dashboard
CCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C23H33F15,CCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
O=c1nc(C(F)(F)C(F)(F)C(F)(F)F)[nH]o1,C5HF7N2O2,FC(F)(F)C(F)(F)C(F)(F)C1=NC(=O)ON1,EPA_Dashboard
FC(F)C(F)(F)CSc1ccc(Cl)cc1,C9H7ClF4S,FC(F)C(F)(F)CSC1=CC=C(Cl)C=C1,EPA_Dashboard
FC(F)(F)C(=CC=C(Cl)Cl)C(F)(F)F,C6H2Cl2F6,FC(F)(F)C(=CC=C(Cl)Cl)C(F)(F)F,EPA_Dashboard
FC(=CCC(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,C8H3F13,FC(=CCC(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C8HF17O3S,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,EPA_Dashboard
CN1CCN(C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC1,C12H11F13N2O,CN1CCN(CC1)C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C21F,C14F26,FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C12F,EPA_Dashboard
OC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,C7H4F12O2,OC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,EPA_Dashboard
CC(C)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C13H11F17O,CC(C)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
CCOC(=O)C(F)(F)C(F)(F)Cl,C5H5ClF4O2,CCOC(=O)C(F)(F)C(F)(F)Cl,EPA_Dashboard
FC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)Cl,C4ClF9O2,FC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)Cl,EPA_Dashboard
CCOC(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H7F9O2,CCOC(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccsc1-c1ccc(-c2sccc2C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)s1,C24H6F26S3,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=C(SC=C1)C1=CC=C(S1)C1=C(C=CS1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
N#Cc1ccc(C(=O)C=C(C(F)(F)F)C(F)(F)F)cc1,C12H5F6NO,FC(F)(F)C(=CC(=O)C1=CC=C(C=C1)C#N)C(F)(F)F,EPA_Dashboard
N=C(N)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H3F15N2,NC(=N)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
O=C(O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,C12HF23O5,OC(=O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,EPA_Dashboard
COc1nc(F)c(F)c(C(F)(C(F)(F)F)C(F)(F)F)c1F,C9H3F10NO,COC1=NC(F)=C(F)C(=C1F)C(F)(C(F)(F)F)C(F)(F)F,EPA_Dashboard
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(Cl)(Cl)Cl,C8Cl3F15,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(Cl)(Cl)Cl,EPA_Dashboard
CCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C30H33F29,CCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
CC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C9H5F15O,CC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
N=C(NOC(=N)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1ccccc1,C14H8F13N3O,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=N)ONC(=N)C1=CC=CC=C1,EPA_Dashboard
O=C1C(=O)C(F)(F)C(F)(F)C(F)(F)C1(F)F,C6F8O2,FC1(F)C(=O)C(=O)C(F)(F)C(F)(F)C1(F)F,EPA_Dashboard
O=C(N1CCCC1)C(F)(F)C(F)(F)C(F)(F)F,C8H8F7NO,FC(F)(F)C(F)(F)C(F)(F)C(=O)N1CCCC1,EPA_Dashboard
OC1CC(F)(F)C1(F)F,C4H4F4O,OC1CC(F)(F)C1(F)F,EPA_Dashboard
OCC(F)(F)C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)C(F)(F)CO,C10H8F14O2,OCC(F)(F)C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)C(F)(F)CO,EPA_Dashboard
CC(C(=O)F)(C(F)(F)F)C(F)(F)F,C5H3F7O,CC(C(F)=O)(C(F)(F)F)C(F)(F)F,EPA_Dashboard
O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)C(F)(F)F)c(Cl)c1F,C17H7Cl2F9N2O3,FC(C(F)(F)F)C(F)(F)OC1=C(Cl)C=C(NC(=O)NC(=O)C2=C(F)C=CC=C2F)C(F)=C1Cl,EPA_Dashboard
OCC1OC(O)C(O)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1O,C9H9F9O5,[H][C@@]1(CO)O[C@]([H])(O)[C@@](O)([C@@]1([H])O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
